recordedAt,subjectId,subjectName,category,action,quantity,unit,occurredAt,durationSeconds,deviceId,deviceName,context,sourceEndpoint,attribution
2026-06-26T17:32:18+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-26T17:32:18+00:00,114,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-26T19:09:34+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-26T19:09:34+00:00,85,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-26T19:26:26+00:00,cat-pascal,Pascal,feeding,food_change,13.0,g,2026-06-26T19:26:26+00:00,148,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-26T19:40:39+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-06-26T19:40:39+00:00,109,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-26T20:35:48+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-06-26T20:35:48+00:00,215,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-26T23:44:13+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-06-26T23:44:13+00:00,264,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T02:22:29+00:00,cat-joule,Joule,feeding,food_change,60.0,g,2026-06-27T02:22:29+00:00,4,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-06-27T02:23:03+00:00,cat-joule,Joule,feeding,food_change,61.0,g,2026-06-27T02:23:03+00:00,3,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-06-27T02:23:03+00:00,cat-pascal,Pascal,feeding,food_change,61.0,g,2026-06-27T02:23:03+00:00,3,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-27T03:43:17+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-27T03:43:17+00:00,105,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T04:49:43+00:00,cat-pascal,Pascal,feeding,food_change,7.0,g,2026-06-27T04:49:43+00:00,177,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T05:59:50+00:00,cat-joule,Joule,access,passage,,,2026-06-27T05:59:50+00:00,1839172,pet-flap,Pet flap,,/demo,unknown
2026-06-27T06:00:01+00:00,cat-pascal,Pascal,access,passage,,,2026-06-27T06:00:01+00:00,4174613,pet-flap,Pet flap,,/demo,unknown
2026-06-27T06:15:49+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-06-27T06:15:49+00:00,101,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T11:01:14+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-27T11:01:14+00:00,82,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T11:06:30+00:00,cat-joule,Joule,feeding,food_change,7.0,g,2026-06-27T11:06:30+00:00,104,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T11:36:24+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-06-27T11:36:24+00:00,115,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T11:41:01+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-27T11:41:01+00:00,166,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T13:08:13+00:00,cat-pascal,Pascal,feeding,food_change,50.0,g,2026-06-27T13:08:13+00:00,225,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T14:16:38+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-06-27T14:16:38+00:00,84,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T16:12:36+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-27T16:12:36+00:00,5,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-27T16:15:07+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-27T16:15:07+00:00,133,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T16:15:14+00:00,cat-pascal,Pascal,feeding,food_change,51.0,g,2026-06-27T16:15:14+00:00,4,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-27T16:33:01+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-06-27T16:33:01+00:00,148,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T18:17:48+00:00,cat-pascal,Pascal,feeding,food_change,17.0,g,2026-06-27T18:17:48+00:00,213,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-27T23:14:43+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-06-27T23:14:43+00:00,73,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-27T23:36:32+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-27T23:36:32+00:00,96,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T00:36:05+00:00,cat-joule,Joule,feeding,food_change,1.0,g,2026-06-28T00:36:05+00:00,72,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T01:06:42+00:00,cat-pascal,Pascal,feeding,food_change,7.0,g,2026-06-28T01:06:42+00:00,138,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T02:54:43+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-06-28T02:54:43+00:00,92,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T03:36:31+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-06-28T03:36:31+00:00,74,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T04:22:23+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-28T04:22:23+00:00,162,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T05:08:48+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-06-28T05:08:48+00:00,127,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T05:30:09+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-06-28T05:30:09+00:00,83,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T05:39:21+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-28T05:39:21+00:00,128,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T06:08:45+00:00,cat-pascal,Pascal,feeding,food_change,6.0,g,2026-06-28T06:08:45+00:00,4,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-28T06:11:00+00:00,cat-pascal,Pascal,feeding,food_change,6.0,g,2026-06-28T06:11:00+00:00,111,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T06:52:38+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-06-28T06:52:38+00:00,72,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T11:49:04+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-28T11:49:04+00:00,47,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T12:04:26+00:00,cat-pascal,Pascal,feeding,food_change,7.0,g,2026-06-28T12:04:26+00:00,118,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T13:24:57+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-28T13:24:57+00:00,59,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T17:18:42+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-28T17:18:42+00:00,74,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T17:32:02+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-28T17:32:02+00:00,79,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T17:44:13+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-28T17:44:13+00:00,32,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-28T17:52:31+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-06-28T17:52:31+00:00,154,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T21:31:25+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-06-28T21:31:25+00:00,147,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T22:41:44+00:00,cat-joule,Joule,feeding,food_change,10.0,g,2026-06-28T22:41:44+00:00,240,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-28T22:47:11+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-28T22:47:11+00:00,91,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T03:26:00+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-06-29T03:26:00+00:00,70,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-29T03:27:39+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-29T03:27:39+00:00,59,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T03:34:13+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-29T03:34:13+00:00,100,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T04:44:47+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-29T04:44:47+00:00,119,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T04:55:35+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-06-29T04:55:35+00:00,88,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-29T05:14:10+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-06-29T05:14:10+00:00,104,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-29T10:44:58+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-29T10:44:58+00:00,120,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T11:17:31+00:00,cat-pascal,Pascal,feeding,food_change,43.0,g,2026-06-29T11:17:31+00:00,12,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T11:19:07+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-29T11:19:07+00:00,71,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T12:00:34+00:00,cat-pascal,Pascal,feeding,food_change,6.0,g,2026-06-29T12:00:34+00:00,85,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T13:47:44+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-29T13:47:44+00:00,189,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T13:48:17+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-06-29T13:48:17+00:00,83,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-29T15:32:55+00:00,cat-pascal,Pascal,feeding,food_change,1.0,g,2026-06-29T15:32:55+00:00,55,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T15:35:31+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-29T15:35:31+00:00,127,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T16:32:32+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-29T16:32:32+00:00,148,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T16:51:27+00:00,cat-pascal,Pascal,feeding,food_change,53.0,g,2026-06-29T16:51:27+00:00,3,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-29T17:10:11+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-06-29T17:10:11+00:00,84,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T17:22:21+00:00,cat-pascal,Pascal,feeding,food_change,8.0,g,2026-06-29T17:22:21+00:00,144,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-29T22:20:17+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-06-29T22:20:17+00:00,132,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-29T22:37:55+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-29T22:37:55+00:00,95,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T00:49:20+00:00,cat-joule,Joule,feeding,food_change,8.0,g,2026-06-30T00:49:20+00:00,159,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T02:13:48+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-06-30T02:13:48+00:00,201,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T05:09:49+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-06-30T05:09:49+00:00,96,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T05:19:21+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-30T05:19:21+00:00,90,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T11:34:26+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-06-30T11:34:26+00:00,176,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T11:38:48+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-06-30T11:38:48+00:00,89,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T11:58:05+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-30T11:58:05+00:00,118,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T14:11:35+00:00,cat-pascal,Pascal,feeding,food_change,6.0,g,2026-06-30T14:11:35+00:00,184,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T16:28:28+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-06-30T16:28:28+00:00,3,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-06-30T16:30:19+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-06-30T16:30:19+00:00,125,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T16:56:26+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-06-30T16:56:26+00:00,117,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T18:29:09+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-30T18:29:09+00:00,0,feeder-pascal,Pascal's feeder,6,/demo,system_event
2026-06-30T18:29:26+00:00,cat-pascal,Pascal,feeding,food_change,86.0,g,2026-06-30T18:29:26+00:00,154,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-30T18:29:54+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-06-30T18:29:54+00:00,0,feeder-joule,Joule's feeder,6,/demo,system_event
2026-06-30T18:29:59+00:00,cat-joule,Joule,feeding,food_change,70.0,g,2026-06-30T18:29:59+00:00,16,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-06-30T18:30:40+00:00,cat-joule,Joule,feeding,food_change,36.0,g,2026-06-30T18:30:40+00:00,10,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-06-30T18:30:40+00:00,cat-pascal,Pascal,feeding,food_change,36.0,g,2026-06-30T18:30:40+00:00,10,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-06-30T18:31:22+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-06-30T18:31:22+00:00,67,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T19:12:48+00:00,cat-pascal,Pascal,feeding,food_change,7.0,g,2026-06-30T19:12:48+00:00,146,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-06-30T19:19:12+00:00,cat-joule,Joule,feeding,food_change,15.0,g,2026-06-30T19:19:12+00:00,177,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T19:36:49+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-06-30T19:36:49+00:00,129,feeder-joule,Joule's feeder,1,/demo,pet
2026-06-30T21:10:56+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-06-30T21:10:56+00:00,66,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T01:08:03+00:00,cat-joule,Joule,feeding,food_change,8.0,g,2026-07-01T01:08:03+00:00,137,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T01:35:23+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-07-01T01:35:23+00:00,92,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T01:41:03+00:00,cat-joule,Joule,feeding,food_change,1.0,g,2026-07-01T01:41:03+00:00,53,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T04:35:08+00:00,cat-joule,Joule,feeding,food_change,8.0,g,2026-07-01T04:35:08+00:00,120,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T10:42:24+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-07-01T10:42:24+00:00,94,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T10:52:11+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-01T10:52:11+00:00,96,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T11:29:42+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-01T11:29:42+00:00,107,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T12:45:37+00:00,cat-pascal,Pascal,feeding,food_change,6.0,g,2026-07-01T12:45:37+00:00,120,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T14:57:02+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-07-01T14:57:02+00:00,66,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T15:13:38+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-07-01T15:13:38+00:00,79,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T15:17:11+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-07-01T15:17:11+00:00,100,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T16:43:30+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-07-01T16:43:30+00:00,72,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T17:01:11+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-07-01T17:01:11+00:00,131,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T17:11:17+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-01T17:11:17+00:00,73,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T17:12:40+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-01T17:12:40+00:00,105,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T17:16:12+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-07-01T17:16:12+00:00,81,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T17:19:42+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-07-01T17:19:42+00:00,36,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T17:21:29+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-07-01T17:21:29+00:00,36,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T18:44:35+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-07-01T18:44:35+00:00,101,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-01T19:26:31+00:00,cat-joule,Joule,feeding,food_change,7.0,g,2026-07-01T19:26:31+00:00,164,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T19:40:40+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-07-01T19:40:40+00:00,75,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-01T22:32:06+00:00,cat-joule,Joule,feeding,food_change,73.0,g,2026-07-01T22:32:06+00:00,3,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-07-01T22:34:05+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-01T22:34:05+00:00,88,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T02:16:02+00:00,cat-joule,Joule,feeding,food_change,7.0,g,2026-07-02T02:16:02+00:00,153,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T03:36:05+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-07-02T03:36:05+00:00,112,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T04:33:30+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-07-02T04:33:30+00:00,122,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T04:41:01+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-07-02T04:41:01+00:00,57,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T04:54:08+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-07-02T04:54:08+00:00,66,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T11:06:25+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-07-02T11:06:25+00:00,119,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T11:17:51+00:00,cat-joule,Joule,feeding,food_change,7.0,g,2026-07-02T11:17:51+00:00,202,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T11:24:15+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-07-02T11:24:15+00:00,121,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T12:56:35+00:00,cat-pascal,Pascal,feeding,food_change,48.0,g,2026-07-02T12:56:35+00:00,183,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T12:57:54+00:00,cat-pascal,Pascal,feeding,food_change,1.0,g,2026-07-02T12:57:54+00:00,32,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T15:06:01+00:00,cat-pascal,Pascal,feeding,food_change,50.0,g,2026-07-02T15:06:01+00:00,122,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T17:07:23+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-02T17:07:23+00:00,107,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T17:15:50+00:00,cat-pascal,Pascal,feeding,food_change,48.0,g,2026-07-02T17:15:50+00:00,9,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-07-02T17:16:27+00:00,cat-joule,Joule,feeding,food_change,69.0,g,2026-07-02T17:16:27+00:00,2,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-07-02T17:16:27+00:00,cat-pascal,Pascal,feeding,food_change,69.0,g,2026-07-02T17:16:27+00:00,2,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-07-02T17:17:25+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-07-02T17:17:25+00:00,64,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T17:36:27+00:00,cat-pascal,Pascal,feeding,food_change,48.0,g,2026-07-02T17:36:27+00:00,72,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T17:51:10+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-02T17:51:10+00:00,94,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T18:06:26+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-07-02T18:06:26+00:00,103,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-02T20:23:59+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-07-02T20:23:59+00:00,169,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T21:04:09+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-02T21:04:09+00:00,86,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-02T21:15:56+00:00,cat-joule,Joule,feeding,food_change,2.0,g,2026-07-02T21:15:56+00:00,74,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T00:05:19+00:00,cat-joule,Joule,feeding,food_change,11.0,g,2026-07-03T00:05:19+00:00,217,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T02:33:15+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-03T02:33:15+00:00,74,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T03:39:50+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-07-03T03:39:50+00:00,95,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T03:47:35+00:00,cat-pascal,Pascal,feeding,food_change,48.0,g,2026-07-03T03:47:35+00:00,70,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T03:55:39+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-03T03:55:39+00:00,92,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T07:38:36+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-07-03T07:38:36+00:00,69,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T08:00:32+00:00,cat-joule,Joule,feeding,food_change,3.0,g,2026-07-03T08:00:32+00:00,63,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T11:04:29+00:00,cat-pascal,Pascal,feeding,food_change,4.0,g,2026-07-03T11:04:29+00:00,110,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T11:24:39+00:00,cat-joule,Joule,feeding,food_change,9.0,g,2026-07-03T11:24:39+00:00,92,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T11:29:10+00:00,cat-pascal,Pascal,feeding,food_change,45.0,g,2026-07-03T11:29:10+00:00,12,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T11:42:22+00:00,cat-pascal,Pascal,feeding,food_change,5.0,g,2026-07-03T11:42:22+00:00,151,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T11:49:19+00:00,cat-pascal,Pascal,feeding,food_change,1.0,g,2026-07-03T11:49:19+00:00,30,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T11:55:14+00:00,cat-pascal,Pascal,feeding,food_change,2.0,g,2026-07-03T11:55:14+00:00,73,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T13:25:12+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-07-03T13:25:12+00:00,129,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T15:52:32+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-07-03T15:52:32+00:00,90,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T16:06:06+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-03T16:06:06+00:00,110,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T16:36:06+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-03T16:36:06+00:00,85,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T16:37:59+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-03T16:37:59+00:00,6,feeder-pascal,Pascal's feeder,5,/demo,food_addition
2026-07-03T16:39:25+00:00,cat-pascal,Pascal,feeding,food_change,3.0,g,2026-07-03T16:39:25+00:00,76,feeder-pascal,Pascal's feeder,1,/demo,pet
2026-07-03T20:10:39+00:00,cat-joule,Joule,feeding,food_change,49.0,g,2026-07-03T20:10:39+00:00,3,feeder-joule,Joule's feeder,5,/demo,food_addition
2026-07-03T20:36:11+00:00,cat-joule,Joule,feeding,food_change,5.0,g,2026-07-03T20:36:11+00:00,90,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T20:58:05+00:00,cat-joule,Joule,feeding,food_change,4.0,g,2026-07-03T20:58:05+00:00,65,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T22:15:18+00:00,cat-joule,Joule,feeding,food_change,1.0,g,2026-07-03T22:15:18+00:00,58,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-03T22:29:09+00:00,cat-joule,Joule,feeding,food_change,6.0,g,2026-07-03T22:29:09+00:00,118,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-04T03:42:13+00:00,cat-joule,Joule,feeding,food_change,7.0,g,2026-07-04T03:42:13+00:00,127,feeder-joule,Joule's feeder,1,/demo,pet
2026-07-04T04:56:11+00:00,cat-joule,Joule,feeding,food_change,7.0,g,2026-07-04T04:56:11+00:00,114,feeder-joule,Joule's feeder,1,/demo,pet
